Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response,PMID_Extracted,PubMed_Title,Groundedness_Score,Found_Terms,Checkup_Status
mRNA_FOXC1,mRNA_AGR2,-0.3678632033211658,0.3678632033211658,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.37) between gene FOXC1 and gene AGR2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 suppresses AGR2 expression by inhibiting estrogen receptor alpha signaling, which normally upregulates AGR2 in breast cancer cells. [PMID: 23149967]",23149967,Cranioplasty with custom-made titanium plates--14 years experience.,0,,Low Relevance
mRNA_TFF3,Methylation_cg20415486,-0.3652317645248247,0.3652317645248247,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.37) between gene TFF3 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the TFF3 promoter region, including CpG sites such as cg20415486, is associated with transcriptional silencing of TFF3 in breast cancer. [PMID: 29563337]",29563337,TNF and granulocyte macrophage-colony stimulating factor interdependence mediates inflammation via CCL17.,0,,Low Relevance
mRNA_GATA3,miRNA_hsa-mir-17,-0.3597678488436053,0.3597678488436053,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.36) between gene GATA3 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 is a direct transcriptional target of the miR-17~92 cluster, and hsa-mir-17 represses GATA3 expression by binding to its 3' untranslated region. [PMID: 23109333]",23109333,"Synthetic strategy for cyclic amines: a stereodefined cyclic N,O-acetal as a stereocontrol and diversity-generating element.",0,,Low Relevance
mRNA_TFF3,miRNA_hsa-mir-130b,-0.3595012798798667,0.3595012798798667,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.36) between gene TFF3 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-130b directly targets TFF3 mRNA, leading to its downregulation in breast cancer cells [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_FOXC1,mRNA_CA12,-0.3511786696472792,0.3511786696472792,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.35) between gene FOXC1 and gene CA12. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 represses CA12 expression by binding to its promoter region, contributing to basal-like breast cancer phenotypes. [PMID: 23108956]",23108956,Mast cells in human stenotic aortic valves are associated with the severity of stenosis.,0,,Low Relevance
mRNA_AR,miRNA_hsa-mir-130b,-0.3478038817907688,0.3478038817907688,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.35) between gene AR and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-mir-130b directly targets the androgen receptor (AR) mRNA, leading to its downregulation in breast cancer cells. [PMID: 25672648]",25672648,Patient-centered endpoints in trials of ICU sedation.,0,,Low Relevance
mRNA_AR,mRNA_TFF3,0.3441402269765054,0.3441402269765054,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.34) between gene AR and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Androgen receptor (AR) signaling promotes TFF3 expression in breast cancer cells, contributing to tumor progression and endocrine resistance. [PMID: 29563330]",29563330,CD38+ M-MDSC expansion characterizes a subset of advanced colorectal cancer patients.,1,ar,Medium Confidence
mRNA_SPDEF,mRNA_CA12,0.3412084657673666,0.3412084657673666,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.34) between gene SPDEF and gene CA12. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",SPDEF transcriptionally upregulates CA12 expression in breast cancer cells by binding to its promoter region. [PMID: 23169784],23169784,Brown adipose tissue and its modulation by a mitochondria-targeted peptide in rat burn injury-induced hypermetabolism.,0,,Low Relevance
mRNA_AGR3,miRNA_hsa-mir-130b,-0.3399954752088401,0.3399954752088401,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.34) between gene AGR3 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",MicroRNA hsa-mir-130b directly targets and downregulates AGR3 expression in breast cancer cells. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_AGR2,miRNA_hsa-mir-130b,-0.3336194690650731,0.3336194690650731,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.33) between gene AGR2 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",MicroRNA hsa-mir-130b directly targets and downregulates AGR2 expression in breast cancer cells. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_GATA3,miRNA_hsa-mir-130b,-0.3233225023899999,0.3233225023899999,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.32) between gene GATA3 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 is a known transcriptional activator that can be post-transcriptionally repressed by hsa-mir-130b, which directly targets its mRNA 3'UTR to suppress expression in breast cancer cells. [PMID: 23149973]",23149973,Autologous iliac bone graft with anterior plating is advantageous over the stand-alone cage for segmental lordosis in single-level cervical disc disease.,0,,Low Relevance
mRNA_ESR1,miRNA_hsa-mir-130b,-0.3135085913823056,0.3135085913823056,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.31) between gene ESR1 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-130b directly targets ESR1 mRNA, leading to its downregulation in breast cancer cells [PMID: 23149958].",23149958,Thoracolumbar spinal extradural arachnoid cysts.,0,,Low Relevance
